county,ej_variable,value
Los Angeles,Pollution Burden Score,5.16
Los Angeles,Annual Ozone Concentration,0.04
Los Angeles,Total Population,4614
Los Angeles,Poverty (% Below Poverty Level),27.6
Los Angeles,Asthma,45.21
Los Angeles,Annual PM 2.5 Concentrations,11.91993499
Los Angeles,Cardiovascular Disease,11.52
Los Angeles,Drinking Water Contaminant Index,365.81
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,5.58
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,4674
Los Angeles,Poverty (% Below Poverty Level),17.8
Los Angeles,Asthma,31.83
Los Angeles,Annual PM 2.5 Concentrations,11.59809285
Los Angeles,Cardiovascular Disease,17.1
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,20
Los Angeles,Pollution Burden Score,6.48
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,2426
Los Angeles,Poverty (% Below Poverty Level),7.8
Los Angeles,Asthma,43.46
Los Angeles,Annual PM 2.5 Concentrations,11.94592608
Los Angeles,Cardiovascular Disease,21.11
Los Angeles,Drinking Water Contaminant Index,843.13
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.65
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,4803
Los Angeles,Poverty (% Below Poverty Level),37.4
Los Angeles,Asthma,42.99
Los Angeles,Annual PM 2.5 Concentrations,11.5711356
Los Angeles,Cardiovascular Disease,12.78
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.22
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,4913
Los Angeles,Poverty (% Below Poverty Level),26.3
Los Angeles,Asthma,51.3
Los Angeles,Annual PM 2.5 Concentrations,11.50038668
Los Angeles,Cardiovascular Disease,10.53
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,5.5
Los Angeles,Pollution Burden Score,6.85
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,5829
Los Angeles,Poverty (% Below Poverty Level),24.8
Los Angeles,Asthma,39.97
Los Angeles,Annual PM 2.5 Concentrations,12.12639133
Los Angeles,Cardiovascular Disease,12.33
Los Angeles,Drinking Water Contaminant Index,837.18
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.11
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,7864
Los Angeles,Poverty (% Below Poverty Level),20.1
Los Angeles,Asthma,49.6
Los Angeles,Annual PM 2.5 Concentrations,11.93305662
Los Angeles,Cardiovascular Disease,11.14
Los Angeles,Drinking Water Contaminant Index,316.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,7.75
Los Angeles,Pollution Burden Score,6.65
Los Angeles,Annual Ozone Concentration,0.04
Los Angeles,Total Population,2861
Los Angeles,Poverty (% Below Poverty Level),34.3
Los Angeles,Asthma,50.27
Los Angeles,Annual PM 2.5 Concentrations,11.66569556
Los Angeles,Cardiovascular Disease,9.57
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.34
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,4277
Los Angeles,Poverty (% Below Poverty Level),27.4
Los Angeles,Asthma,47.46
Los Angeles,Annual PM 2.5 Concentrations,12.2089097
Los Angeles,Cardiovascular Disease,12.85
Los Angeles,Drinking Water Contaminant Index,764.36
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,5.25
Los Angeles,Pollution Burden Score,5.73
Los Angeles,Annual Ozone Concentration,0.052
Los Angeles,Total Population,4305
Los Angeles,Poverty (% Below Poverty Level),29
Los Angeles,Asthma,40.68
Los Angeles,Annual PM 2.5 Concentrations,11.32227028
Los Angeles,Cardiovascular Disease,8.91
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,12
Los Angeles,Pollution Burden Score,6.44
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,3721
Los Angeles,Poverty (% Below Poverty Level),28.4
Los Angeles,Asthma,32.58
Los Angeles,Annual PM 2.5 Concentrations,11.46432553
Los Angeles,Cardiovascular Disease,8.04
Los Angeles,Drinking Water Contaminant Index,787.72
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,18.15
Los Angeles,Pollution Burden Score,7.7
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,4173
Los Angeles,Poverty (% Below Poverty Level),23.9
Los Angeles,Asthma,31.74
Los Angeles,Annual PM 2.5 Concentrations,11.92696003
Los Angeles,Cardiovascular Disease,12.01
Los Angeles,Drinking Water Contaminant Index,560.05
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,14.25
Los Angeles,Pollution Burden Score,6.2
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4254
Los Angeles,Poverty (% Below Poverty Level),56.3
Los Angeles,Asthma,125.16
Los Angeles,Annual PM 2.5 Concentrations,7.855947434
Los Angeles,Cardiovascular Disease,23.3
Los Angeles,Drinking Water Contaminant Index,289.8
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.76
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,6277
Los Angeles,Poverty (% Below Poverty Level),39.3
Los Angeles,Asthma,59.89
Los Angeles,Annual PM 2.5 Concentrations,11.84062011
Los Angeles,Cardiovascular Disease,14.4
Los Angeles,Drinking Water Contaminant Index,365.81
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,12
Los Angeles,Pollution Burden Score,5.61
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,3980
Los Angeles,Poverty (% Below Poverty Level),38.3
Los Angeles,Asthma,150.27
Los Angeles,Annual PM 2.5 Concentrations,7.510487603
Los Angeles,Cardiovascular Disease,20.7
Los Angeles,Drinking Water Contaminant Index,434.99
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,4.81
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,4085
Los Angeles,Poverty (% Below Poverty Level),21
Los Angeles,Asthma,32.94
Los Angeles,Annual PM 2.5 Concentrations,11.48698965
Los Angeles,Cardiovascular Disease,9.72
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,11.25
Los Angeles,Pollution Burden Score,7.31
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,5639
Los Angeles,Poverty (% Below Poverty Level),17.4
Los Angeles,Asthma,56.96
Los Angeles,Annual PM 2.5 Concentrations,12.92719681
Los Angeles,Cardiovascular Disease,11.44
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,13
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,7.22
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,3509
Los Angeles,Poverty (% Below Poverty Level),22.1
Los Angeles,Asthma,50.67
Los Angeles,Annual PM 2.5 Concentrations,11.94831277
Los Angeles,Cardiovascular Disease,14.34
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,13
Los Angeles,Pollution Burden Score,5.97
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,5949
Los Angeles,Poverty (% Below Poverty Level),19.1
Los Angeles,Asthma,28.55
Los Angeles,Annual PM 2.5 Concentrations,11.78434659
Los Angeles,Cardiovascular Disease,9.19
Los Angeles,Drinking Water Contaminant Index,397.3
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,26.3
Los Angeles,Pollution Burden Score,7.19
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,4210
Los Angeles,Poverty (% Below Poverty Level),35.1
Los Angeles,Asthma,28.81
Los Angeles,Annual PM 2.5 Concentrations,11.69434748
Los Angeles,Cardiovascular Disease,9.67
Los Angeles,Drinking Water Contaminant Index,418.24
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,11
Los Angeles,Pollution Burden Score,5.41
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,7162
Los Angeles,Poverty (% Below Poverty Level),34.4
Los Angeles,Asthma,56.18
Los Angeles,Annual PM 2.5 Concentrations,12.29595775
Los Angeles,Cardiovascular Disease,9.57
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,17.5
Los Angeles,Pollution Burden Score,6.59
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,3179
Los Angeles,Poverty (% Below Poverty Level),20.6
Los Angeles,Asthma,52.54
Los Angeles,Annual PM 2.5 Concentrations,11.41925994
Los Angeles,Cardiovascular Disease,13.58
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.67
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,5230
Los Angeles,Poverty (% Below Poverty Level),27.8
Los Angeles,Asthma,27.65
Los Angeles,Annual PM 2.5 Concentrations,11.60600632
Los Angeles,Cardiovascular Disease,12.39
Los Angeles,Drinking Water Contaminant Index,685.63
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0.75
Los Angeles,Pollution Burden Score,6.12
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,4539
Los Angeles,Poverty (% Below Poverty Level),23.3
Los Angeles,Asthma,35.24
Los Angeles,Annual PM 2.5 Concentrations,11.89789047
Los Angeles,Cardiovascular Disease,8.29
Los Angeles,Drinking Water Contaminant Index,563.26
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6.8
Los Angeles,Pollution Burden Score,7.1
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,6647
Los Angeles,Poverty (% Below Poverty Level),35.9
Los Angeles,Asthma,47.29
Los Angeles,Annual PM 2.5 Concentrations,11.93986769
Los Angeles,Cardiovascular Disease,13.1
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.86
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,4858
Los Angeles,Poverty (% Below Poverty Level),25.7
Los Angeles,Asthma,49
Los Angeles,Annual PM 2.5 Concentrations,12.20870236
Los Angeles,Cardiovascular Disease,13.03
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,2.5
Los Angeles,Pollution Burden Score,5.85
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,5548
Los Angeles,Poverty (% Below Poverty Level),11.3
Los Angeles,Asthma,45.42
Los Angeles,Annual PM 2.5 Concentrations,12.17613597
Los Angeles,Cardiovascular Disease,11.2
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,13
Los Angeles,Groundwater Threats,4.5
Los Angeles,Pollution Burden Score,6.88
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,5265
Los Angeles,Poverty (% Below Poverty Level),45.5
Los Angeles,Asthma,20.64
Los Angeles,Annual PM 2.5 Concentrations,11.15848897
Los Angeles,Cardiovascular Disease,6.63
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,5
Los Angeles,Pollution Burden Score,6.54
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,3146
Los Angeles,Poverty (% Below Poverty Level),25.7
Los Angeles,Asthma,84.01
Los Angeles,Annual PM 2.5 Concentrations,11.89394323
Los Angeles,Cardiovascular Disease,15.44
Los Angeles,Drinking Water Contaminant Index,443.83
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.3
Los Angeles,Pollution Burden Score,4.66
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,2943
Los Angeles,Poverty (% Below Poverty Level),25
Los Angeles,Asthma,32.73
Los Angeles,Annual PM 2.5 Concentrations,12.07312152
Los Angeles,Cardiovascular Disease,8.46
Los Angeles,Drinking Water Contaminant Index,748.7
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,5.7
Los Angeles,Annual Ozone Concentration,0.052
Los Angeles,Total Population,2775
Los Angeles,Poverty (% Below Poverty Level),42.1
Los Angeles,Asthma,29.35
Los Angeles,Annual PM 2.5 Concentrations,11.13912936
Los Angeles,Cardiovascular Disease,12.23
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,10.3
Los Angeles,Pollution Burden Score,6.85
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,6071
Los Angeles,Poverty (% Below Poverty Level),14.7
Los Angeles,Asthma,32.39
Los Angeles,Annual PM 2.5 Concentrations,11.70635152
Los Angeles,Cardiovascular Disease,9.99
Los Angeles,Drinking Water Contaminant Index,787.01
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,35.05
Los Angeles,Pollution Burden Score,7.92
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,2089
Los Angeles,Poverty (% Below Poverty Level),23.7
Los Angeles,Asthma,27.24
Los Angeles,Annual PM 2.5 Concentrations,11.7676418
Los Angeles,Cardiovascular Disease,13.36
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,7.5
Los Angeles,Pollution Burden Score,5.03
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,6345
Los Angeles,Poverty (% Below Poverty Level),48.1
Los Angeles,Asthma,92.21
Los Angeles,Annual PM 2.5 Concentrations,7.239347731
Los Angeles,Cardiovascular Disease,17.28
Los Angeles,Drinking Water Contaminant Index,373.35
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.57
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,5420
Los Angeles,Poverty (% Below Poverty Level),40.9
Los Angeles,Asthma,125.16
Los Angeles,Annual PM 2.5 Concentrations,8.172211265
Los Angeles,Cardiovascular Disease,23.3
Los Angeles,Drinking Water Contaminant Index,289.8
Los Angeles,Imparired Water Bodies,1
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.75
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,6389
Los Angeles,Poverty (% Below Poverty Level),8.1
Los Angeles,Asthma,48.78
Los Angeles,Annual PM 2.5 Concentrations,11.68123003
Los Angeles,Cardiovascular Disease,14.01
Los Angeles,Drinking Water Contaminant Index,302.69
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,70.25
Los Angeles,Pollution Burden Score,7.15
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4766
Los Angeles,Poverty (% Below Poverty Level),32.5
Los Angeles,Asthma,31.04
Los Angeles,Annual PM 2.5 Concentrations,11.8090865
Los Angeles,Cardiovascular Disease,9.17
Los Angeles,Drinking Water Contaminant Index,506.84
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.26
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5073
Los Angeles,Poverty (% Below Poverty Level),44.9
Los Angeles,Asthma,56.11
Los Angeles,Annual PM 2.5 Concentrations,11.76378914
Los Angeles,Cardiovascular Disease,13.5
Los Angeles,Drinking Water Contaminant Index,365.81
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,4.5
Los Angeles,Pollution Burden Score,4.95
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,3162
Los Angeles,Poverty (% Below Poverty Level),37.4
Los Angeles,Asthma,30.09
Los Angeles,Annual PM 2.5 Concentrations,11.82774897
Los Angeles,Cardiovascular Disease,7.52
Los Angeles,Drinking Water Contaminant Index,893.96
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,115.1
Los Angeles,Pollution Burden Score,7.69
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,7315
Los Angeles,Poverty (% Below Poverty Level),19.2
Los Angeles,Asthma,27.55
Los Angeles,Annual PM 2.5 Concentrations,11.88148532
Los Angeles,Cardiovascular Disease,10.88
Los Angeles,Drinking Water Contaminant Index,316.13
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,6.05
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,4202
Los Angeles,Poverty (% Below Poverty Level),29.6
Los Angeles,Asthma,22.3
Los Angeles,Annual PM 2.5 Concentrations,11.97531239
Los Angeles,Cardiovascular Disease,5.89
Los Angeles,Drinking Water Contaminant Index,512.48
Los Angeles,Imparired Water Bodies,9
Los Angeles,Groundwater Threats,7.55
Los Angeles,Pollution Burden Score,7.28
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,4892
Los Angeles,Poverty (% Below Poverty Level),32.6
Los Angeles,Asthma,31.42
Los Angeles,Annual PM 2.5 Concentrations,11.71806688
Los Angeles,Cardiovascular Disease,9.09
Los Angeles,Drinking Water Contaminant Index,797.88
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,37.95
Los Angeles,Pollution Burden Score,6.66
Los Angeles,Annual Ozone Concentration,0.053
